"grande_area","area","subarea","valor"
"Engenharias","Engenharia Aeroespacial","Trajetórias e Órbitas","178502590"
"Engenharias","Engenharia de Produção","Economia de Tecnologia","176734767"
"Engenharias","Engenharia Naval e Oceânica","Engenharia Naval e Oceânica","176326363"
"Ciências Exatas e da Terra","Matemática","Análise Funcional","175188713"
"Engenharias","Engenharia de Materiais e Metalúrgica","Pirometalurgia","175123355"
"Engenharias","Engenharia de Materiais e Metalúrgica","Recobrimentos","174302669"
"Engenharias","Engenharia de Minas","Dimensionamento de Jazidas","173935683"
"Ciências Humanas","Psicologia","Não informado","173302615"
"Ciências Humanas","Teologia","Teologia","172349000"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Planejamento Urbano e Regional","171282998"
"Ciências da Saúde","Medicina","Cirurgia Ortopédica","169946592"
"Engenharias","Engenharia Biomédica","Tecnologia de Próteses","169846284"
"Ciências Sociais Aplicadas","Museologia","Museologia","169359092"
"Ciências Exatas e da Terra","Matemática","Não informado","168177626"
"Engenharias","Engenharia Sanitária","Estudos e Caracterização de Efluentes Industriais","166120750"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Conservação de Bacias Hidrográficas","165890546"
"Engenharias","Engenharia de Produção","Planejamento de Instalações Industriais","165819740"
"Ciências Humanas","Educação","Filosofia da Educação","165716993"
"Ciências da Saúde","Medicina","Cirurgia Urológica","165431702"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Padrões, Legislação e Fiscalização de Alimentos","163551076"
"Engenharias","Engenharia Biomédica","Engenharia Biomédica","163145239"
"Ciências Exatas e da Terra",NULL,"Ciências Exatas e da Terra","162990709"
"Ciências Humanas","Sociologia","Não informado","160762748"
"Ciências Biológicas","Morfologia","Anatomia Humana","160719604"
"Ciências Exatas e da Terra","Geociências","Pedologia","160688455"
"Engenharias","Engenharia Civil","Obras de Terra e Enrocamento","159768046"
"Ciências Exatas e da Terra","Matemática","Grupos de Álgebra Não-Comutaviva","158225287"
"Ciências Exatas e da Terra","Geociências","Sedimentologia","156627233"
"Engenharias","Engenharia de Produção","Processos de Trabalho","156272247"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos Dietéticos e Nutricionais","156016513"
"Ciências Exatas e da Terra","Química","Foto-Química Inorgânica","155695902"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Toxicidade e Resíduos de Pesticidas em Alimentos","155645245"
"Ciências da Saúde","Medicina","Alergologia e Imunologia Clínica","154981318"
"Engenharias","Engenharia Sanitária","Drenagem Urbana de Águas Pluviais","154942003"
"Engenharias","Tecnologias para o Desenvolvimento Sustentável","Não informado","154362000"
"Ciências Exatas e da Terra","Ciência da Computação","Linguagem Formais e Autômatos","153589500"
"Ciências Exatas e da Terra","Astronomia","Galáxias","153498516"
"Ciências Biológicas","Parasitologia","Helmintologia Humana","153493310"
"Engenharias","Engenharia de Produção","Processos Estocásticos e Teoria das Filas","153412057"
"Engenharias","Engenharia Mecânica","Métodos de Síntese e Otimização Aplicados ao Projeto Mecânico","153142333"
"Ciências Biológicas","Genética","Genética Quantitativa","151789717"
"Engenharias","Engenharia Naval e Oceânica","Projetos de Navios","151575134"
"Tecnologias","Tecnologias para o Desenvolvimento Sustentável","Tecnologias para o Desenvolvimento Sustentável","151257216"
"Ciências Sociais Aplicadas","Administração","Política e Planejamento Governamentais","151164390"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Proteção Florestal","150887957"
"Ciências Sociais Aplicadas","Administração","Administração Financeira","150878701"
"Engenharias","Engenharia de Energia","Sistemas Energéticos","150200795"
"Tecnologias","Nanotecnologia e Novos Materiais","Nanotecnologia e Novos Materiais","150112913"
"Engenharias","Engenharia Civil","Não informado","149978165"
"Ciências Exatas e da Terra","Oceanografia","Interações Químico-Biológicas/Geológicas das Substâncias Químicas da Água do Mar","149798537"
"Ciências Agrárias","Medicina Veterinária","Epidemiologia Animal","149649333"
"Ciências Exatas e da Terra","Física","Espectros Moleculares e Interações de Fótons com Moléculas","148731375"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Sementes Florestais","148605136"
"Ciências Exatas e da Terra","Oceanografia","Geoquímica Marinha","147974803"
"Ciências Agrárias","Engenharia Agrícola","Energização Rural","147296767"
"Engenharias","Engenharia de Materiais e Metalúrgica","Fundição","145848763"
"Lingüística, Letras e Artes","Artes","História da Arte","145776524"
"Ciências Exatas e da Terra","Química","Estrutura, Conformação e Estereoquímica","145235965"
"Ciências Biológicas","Biotecnologia","Engenharia de Tecidos","145107416"
"Engenharias","Engenharia Química","Água","144941467"
"Ciências Sociais Aplicadas","Direito","Sociologia Jurídica","144571533"
"Engenharias","Engenharia de Transportes","Operação de Sistemas de Transporte","143291273"
"Ciências Humanas","Ciência Política","Análise Institucional","142743439"
"Ciências Sociais Aplicadas","Administração","Administração da Produção","142457319"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Tecnologia das Bebidas","142401390"
"Tecnologias","Biodiversidade e Recursos Naturais","Biodiversidade e Recursos Naturais","141221189"
"Ciências Exatas e da Terra","Geociências","Sensoriamento Remoto da Atmosfera","140944273"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Instalações Industriais de Produção de Alimentos","140548719"
"Ciências Exatas e da Terra","Geociências","Sismologia","140511746"
"Ciências Exatas e da Terra","Ciência da Computação","Computabilidade e Modelos de Computação","139921881"
"Ciências Exatas e da Terra","Física","Reações Específicas e Fenomiologia de Partículas","139544480"
"Ciências Humanas","História","História Latino-Americana","139416063"
"Engenharias","Engenharia de Materiais e Metalúrgica","Conformação Mecânica","138770111"
"Ciências Humanas","História","História Regional do Brasil","138659890"
"Engenharias","Engenharia Elétrica","Materiais e Dispositivos Magnéticos","137496204"
"Ciências Exatas e da Terra","Geociências","Geocartografia","137449504"
"Engenharias","Engenharia Nuclear","Combustível Nuclear","137424626"
"Ciências Humanas","Geografia","Geografia Econômica","137370981"
"Ciências Humanas","Educação","Psicologia Educacional","136170401"
"Tecnologias","Tecnologias Ambientais","Tecnologias Ambientais","135917113"
"Ciências Exatas e da Terra","Probabilidade e Estatística","Probabilidade e Estatística","135672991"
"Ciências da Saúde",NULL,"Ciências da Saúde","135653608"
"Ciências Exatas e da Terra","Oceanografia","Oceanografia","134915837"
"Ciências Biológicas","Ecologia","Não informado","133628800"
"Ciências Sociais Aplicadas","Ciência da Informação","Processos de Disseminação da Informação","133624456"
"Engenharias","Engenharia Nuclear","Conversão, Enriquecimento e Fabricação de Combustível Nuclear","131816932"
"Ciências Biológicas","Zoologia","Não informado","131106187"
"Engenharias","Engenharia de Transportes","Veículos e Equipamentos de Controle","131014871"
"Tecnologias","Energia","Energia","130050852"
"Tecnologias","Tecnologias Educacionais e Sociais","Tecnologias Educacionais e Sociais","129760978"
"Outra","Química Industrial","Química Industrial","129579814"
"Lingüística, Letras e Artes","Artes","Composição Musical","129451600"
"Ciências Humanas","Antropologia","Não informado","129183880"
"Ciências Exatas e da Terra","Física","Propriedades de Transportes de Matéria Condensada (Não Eletrônica)","128460179"
"Ciências Exatas e da Terra","Química","Compostos Organo-Metálicos","128382235"
"Ciências Exatas e da Terra","Astronomia","Astronomia Ótica","128186696"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Teoria do Planejamento Urbano e Regional","128144378"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Química da Madeira","127669749"
"Tecnologias","Tecnologia e Inovação para Agropecuária","Tecnologia e Inovação para Agropecuária","127487357"
"Ciências Humanas","Educação","Não informado","127439379"
"Ciências Humanas","Psicologia","Psicologia Comparativa","127327994"
"Ciências Exatas e da Terra","Oceanografia","Origem das Massas de Água","127287228"
"Engenharias","Engenharia Sanitária","Sedimentologia","126467430"
"Ciências Exatas e da Terra","Matemática","Teoria das Folheações","126301295"
"Ciências Sociais Aplicadas","Economia","Economia dos Recursos Naturais","125935760"
"Ciências Biológicas","Biotecnologia","Não informado","124796320"
"Engenharias","Engenharia de Energia","Análise de Impactos Produzidos por Sistemas Energéticos","124571603"
"Ciências Agrárias","Medicina Veterinária","Ginecologia e Andrologia Animal","123789732"
"Ciências Humanas","Psicologia","Processos Grupais e de Comunicação","123580784"
"Engenharias","Engenharia Química","Não informado","122637040"
"Ciências Exatas e da Terra","Física","Reações Nucleares e Espalhamento Geral","122605663"
"Ciências Sociais Aplicadas","Ciência da Informação","Arquivologia","122556697"
"Ciências da Saúde","Medicina","Cirurgia Gastroenterologia","120325616"
"Ciências Exatas e da Terra","Ciência da Computação","Não informado","119649716"
"Engenharias","Engenharia Nuclear","Aplicações Industriais de Radioisótopos","118552861"
"Ciências Sociais Aplicadas","Serviço Social","Serviço Social da Saúde","118046124"
"Ciências Exatas e da Terra","Física","Estados Eletrônicos","117502957"
"Ciências da Saúde","Medicina","Medicina Legal e Deontologia","116705688"
"Ciências Exatas e da Terra","Geociências","Instrumentação Meteorológica","116581879"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Aspectos Sociais do Planejamento Urbano e Regional","114935914"
"Ciências Exatas e da Terra","Matemática","Teoria dos Números","114856680"
"Engenharias","Engenharia Mecânica","Não informado","114737900"
"Ciências Humanas","Educação","Educação em Periferias Urbanas","113205608"
"Ciências Exatas e da Terra","Física","Teorias Específicas e Modelos de Interação; Sistemática de Partículas; Raios Cósmicos","113139883"
"Ciências Sociais Aplicadas","Ciência da Informação","Processos da Comunicação","112963117"
"Engenharias","Engenharia Biomédica","Modelagem de Fenômenos Biológicos","112836453"
"Ciências Exatas e da Terra","Oceanografia","Variáveis Físicas da Água do Mar","112765026"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Política Urbana","112581707"
"Ciências Agrárias","Engenharia Agrícola","Engenharia de Construções Rurais","112493472"
"Engenharias","Engenharia de Transportes","Engenharia de Tráfego","111568367"
"Ciências Biológicas","Morfologia","Anatomia Animal","111406747"
"Engenharias","Engenharia Sanitária","Técnicas de Abastecimento da Água","111088600"
"Lingüística, Letras e Artes","Artes","Roteiro e Direção Cinematográficos","111063402"
"Engenharias","Engenharia de Energia","Política Energética Regional e Nacional","109863256"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Tecnologia de Celulose e Papel","109833040"
"Ciências Exatas e da Terra","Química","Fotoquímica Orgânica","109497169"
"Engenharias","Engenharia Naval e Oceânica","Análise Teórica e Experimental de Estrutura","109363574"
"Ciências Exatas e da Terra","Geociências","Meteorologia Física","108436511"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Política e Legislação Florestal","107485352"
"Ciências Exatas e da Terra","Física","Métodos Experimentais e Instrumentação para Partículas Elementares e Física Nuclear","106896960"
"Ciências Sociais Aplicadas","Demografia","Distribuição Espacial","106796762"
"Ciências Sociais Aplicadas","Ciência da Informação","Representação da Informação","106055780"
"Ciências Exatas e da Terra","Oceanografia","Geofísica Marinha","105900650"
"Ciências Humanas","Psicologia","Neurologia, Eletrofisiologia e Comportamento","104813042"
"Ciências Exatas e da Terra","Geociências","Química da Atmosfera","104780503"
"Ciências Biológicas","Fisiologia","Fisiologia da Respiração","104677675"
"Engenharias","Engenharia de Produção","Teoria dos Jogos","104526000"
"Ciências Exatas e da Terra","Tecnologia da Informação e Comunicação","Não informado","104472000"
"Engenharias","Engenharia de Materiais e Metalúrgica","Não informado","103765026"
"Ciências Biológicas","Fisiologia","Não informado","102852720"
"Ciências Sociais Aplicadas","Economia","Economia dos Recursos Humanos","102770364"
"Ciências Sociais Aplicadas","Direito","Filosofia do Direito","102445241"
"Ciências Agrárias","Agronomia","Floricultura","102388653"
"Engenharias","Engenharia de Produção","Metodologia de Projeto do Produto","102292854"
"Engenharias","Engenharia de Minas","Caracterização do Minério","102072652"
"Ciências Exatas e da Terra","Astronomia","Astronomia de Posição e Mecânica Celeste","101909921"
"Ciências da Saúde","Medicina","Cirurgia Pediátrica","101876993"
"Ciências Sociais Aplicadas","Administração","Administração de Recursos Humanos","101837078"
"Ciências Sociais Aplicadas","Comunicação","Jornalismo Especializado (Comunitário, Rural, Empresarial, Científico)","101467094"
"Ciências da Saúde","Medicina","Cirurgia Traumatológica","100806826"
"Ciências Exatas e da Terra","Física","Materiais Dielétricos e Propriedades Dielétricas","100730385"
"Engenharias","Engenharia Aeroespacial","Propulsão de Foguetes","100540944"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Fotointerpretação Florestal","100539427"
"Engenharias","Engenharia Mecânica","Dinâmica dos Gases","99870655"
"Engenharias","Desenvolvimento Tecnológico e Industrial","Não informado","99458000"
"Engenharias","Tecnologias Ambientais","Não informado","99200000"
"Ciências Sociais Aplicadas","Economia","Economia dos Programas de Bem-Estar Social","98772684"
"Ciências Humanas","Educação","Educação Pré-Escolar","98441924"
"Ciências da Saúde","Medicina","Ortopedia","96838298"
"Engenharias","Engenharia de Produção","Higiene e Segurança do Trabalho","96805368"
"Engenharias","Engenharia Sanitária","Instalações Hidráulico-Sanitárias","96510171"
"Engenharias","Engenharia Elétrica","Medidas Elétricas","96456425"
"Engenharias","Engenharia Elétrica","Materiais e Dispositivos Supercondutores","95926976"
"Ciências Sociais Aplicadas","Economia","Organização Industrial e  Estudos Industriais","95780066"
"Ciências Exatas e da Terra","Geociências","Geomagnetismo","95544426"
"Ciências Exatas e da Terra","Matemática","Equações Diferenciais Ordinárias","95216789"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Exploração Pesqueira Marinha","95169507"
"Ciências Humanas","Educação","Orientação e Aconselhamento","95049635"
"Ciências da Saúde","Medicina","Cirurgia Oftalmológica","94262676"
"Engenharias","Engenharia Sanitária","Processos Simplificados de Tratamento de Águas","93869362"
"Ciências Exatas e da Terra","Física","Acústica","93111019"
"Ciências Biológicas","Fisiologia","Fisiologia Renal","92509826"
"Ciências Exatas e da Terra","Matemática","Teoria das Singularidades e Teoria das Catástrofes","91916417"
"Ciências Humanas","Psicologia","Construção e Validade de Testes, Escalas e Outras Medidas Psicológicas","91623263"
"Engenharias","Engenharia Elétrica","Materiais e Componentes Eletroóticos e Magnetoóticos, Materiais Fotoelétricos","91576783"
"Engenharias","Microeletrônica","Teste e Tolerância a Falhas","91189461"
"Ciências Exatas e da Terra","Geociências","Geoecologia","91141139"
"Ciências Biológicas","Zoologia","Controle Populacional de Animais","90783863"
"Ciências Humanas","Psicologia","Desenvolvimento Social e da Personalidade","90365425"
"Ciências Sociais Aplicadas","Serviço Social","Serviço Social do Trabalho","89481698"
"Ciências Agrárias","Medicina Veterinária","Toxicologia Animal","89223447"
"Ciências Biológicas","Botânica","Palinologia","88805020"
"Engenharias","Engenharia Química","Fenômenos de Transporte, Materiais e Particulados","88717000"
"Tecnologias","Áreas Tecnológicas de Química e Geociências","Áreas Tecnológicas de Química e Geociências","88408492"
"Ciências Sociais Aplicadas","Direito","Direito Internacional Público","87993235"
"Ciências Exatas e da Terra","Física","Estrutura Nuclear","87230666"
"Engenharias","Engenharia Mecatrônica","Não informado","87072000"
"Ciências Agrárias","Medicina Veterinária","Não informado","86355720"
"Ciências Agrárias","Zootecnia","Conservação de Alimentos para Animais","86233058"
"Ciências Exatas e da Terra","Geociências","Fotogrametria","86119352"
"Engenharias","Engenharia Elétrica","Circuitos Lineares e Não-Lineares","85759975"
"Ciências Exatas e da Terra","Probabilidade e Estatística","Inferência Paramétrica","84785856"
"Ciências Biológicas","Botânica","Não informado","84337800"
"Ciências Humanas","Geografia","Teoria do Desenvolvimento Regional","83840451"
"Engenharias","Engenharia Química","Cerâmica","83577253"
"Engenharias","Engenharia de Produção","Teoria dos Grafos","83190180"
"Ciências Humanas","Geografia","Geografia da População","82460533"
"Lingüística, Letras e Artes","Artes","Artes","82101996"
"Ciências Sociais Aplicadas","Economia","Instituições Monetárias e Financeiras do Brasil","81185492"
"Ciências Humanas","Psicologia","Programas de Atendimento Comunitário","81141269"
"Engenharias","Engenharia Naval e Oceânica","Métodos de Fabricação de Navios e Sistemas Oceânicos","80966031"
"Ciências Exatas e da Terra","Física","Instrumentação Específica de Uso Geral em Física","80776622"
"Outra","Microeletrônica","Processos de Fabricação","80174196"
"Ciências Biológicas","Bioquímica","Lipídeos","80090434"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Aspectos Físico-Ambientais do Planejamento Urbano e Regional","79892572"
"Outra","Microeletrônica","Teste e Tolerância a Falhas","79194999"
"Engenharias","Engenharia Naval e Oceânica","Tecnologia de Construção Naval e de Sistemas Oceânicas","79107196"
"Ciências Sociais Aplicadas","Direito","Teoria Geral do Direito","79047140"
"Ciências Biológicas","Botânica","Nutrição e Crescimento Vegetal","79043556"
"Ciências Humanas","Ciência Política","Estudos Eleitorais e Partidos Políticos","78669017"
"Ciências Exatas e da Terra","Física","Reações Nucleares e Espalhamento (Reações Específicas)","77113022"
"Ciências da Saúde","Saúde Coletiva","Não informado","76720560"
"Ciências Exatas e da Terra","Probabilidade e Estatística","Inferência Não-Paramétrica","76574734"
"Outra","Microeletrônica","EDA","76199493"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Solos Florestais","76176443"
"Ciências Humanas","Psicologia","Papéis e Estruturas Sociais; Indivíduo","75656195"
"Ciências Humanas","Geografia","Geografia Política","75367526"
"Ciências Humanas","Psicologia","Relações Interpessoais","75363588"
"Engenharias","Engenharia Naval e Oceânica","Projetos de Embarcações Não-Convencionais","75234596"
"Ciências Humanas","Educação","Educação de Adultos","75178208"
"Tecnologias","Tecnologias de Produção Industrial e de Serviços","Tecnologias de Produção Industrial e de Serviços","75040000"
"Engenharias","Engenharia Química","Óleos","75023148"
"Ciências Humanas","Sociologia","Teoria Sociológica","74992289"
"Ciências Exatas e da Terra","Física","Mecânica, Elasticidade e Reologia","74828525"
"Ciências Exatas e da Terra","Geociências","Cartografia Básica","74483455"
"Ciências Exatas e da Terra","Probabilidade e Estatística","Processos Estocásticos Especiais","73987091"
"Ciências Exatas e da Terra","Matemática","Lógica Matemática","73833270"
"Engenharias","Engenharia de Minas","Engenharia de Minas","73058349"
"Tecnologias","Tecnologias de Materiais","Tecnologias de Materiais","73050000"
"Ciências Sociais Aplicadas","Economia","Economia Geral","73039668"
"Ciências Sociais Aplicadas","Economia","Mudança Tecnológica","72672880"
"Ciências Exatas e da Terra","Probabilidade e Estatística","Processos Markovianos","72638463"
"Ciências Sociais Aplicadas","Economia","Economia Matemática","72275413"
"Engenharias","Engenharia Aeroespacial","Aeroelasticicidade","72183177"
"Ciências Humanas","Psicologia","Processos Perceptuais e Cognitivos; Desenvolvimento","72081441"
"Ciências Agrárias","Medicina Veterinária","Radiologia de Animais","72065724"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Nutrição Florestal","71984207"
"Engenharias","Engenharia Aeroespacial","Foguetes","71708143"
"Ciências Sociais Aplicadas","Arquitetura e Urbanismo","Estudos de Organização do Espaço Exterior","71455529"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Não informado","71004920"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Valor Nutritivo de Alimentos","70775141"
"Ciências Agrárias","Medicina Veterinária","Anestesiologia Animal","70142047"
"Ciências Sociais Aplicadas","Arquitetura e Urbanismo","História do Urbanismo","70002255"
"Ciências Exatas e da Terra","Química","Determinação de Estrutura de Compostos Inorgânicos","69778991"
"Engenharias","Engenharia Sanitária","Legislação Ambiental","69643597"
"Ciências Exatas e da Terra","Geociências","Geodésia Celeste","69424783"
"Engenharias","Engenharia Sanitária","Águas Subterráneas e Poços Profundos","69290488"
"Engenharias","Engenharia de Produção","Séries Temporais","69046044"
"Ciências Sociais Aplicadas","Administração","Negócios Internacionais","69004590"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Fisiologia Florestal","68897590"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Técnicas de Planejamento e Projeto Urbanos e Regionais","68810309"
"Ciências Sociais Aplicadas","Economia","História Econômica","68682181"
"Engenharias","Engenharia Mecânica","Matrizes e Ferramentas","68669663"
"Ciências Humanas","Teologia","Teologia Sistemática","68636538"
"Ciências Humanas","Ciência Política","Estrutura e Transformação do Estado","68205329"
"Ciências Exatas e da Terra","Astronomia","Astronomia Dinâmica","67711382"
"Ciências da Saúde","Nutrição","Epidemiologia e políticas de alimentação e nutrição","67110500"
"Engenharias","Engenharia Sanitária","Controle de Enchentes e de Barragens","66766315"
"Ciências da Saúde","Nutrição","Nutrição básica e experimental","66755200"
"Ciências Humanas","Ciência Política","Política Externa do Brasil","66684571"
"Ciências Exatas e da Terra","Áreas Tecnológicas de Química e Geociências","Não informado","66550000"
"Ciências Biológicas","Morfologia","Não informado","66478640"
"Ciências Exatas e da Terra","Física","Estudos de Átomos e Moléculas Especiais","66178851"
"Engenharias","Engenharia Mecânica","Teoria dos Mecanismos","65378334"
"Ciências Humanas","Psicologia","Processos Perceptuais e Motores","65187307"
"Engenharias","Engenharia de Energia","Energia Solar Térmica","65036036"
"Ciências Exatas e da Terra","Oceanografia","Interação do Oceano com o Leito do Mar","64181204"
"Ciências Sociais Aplicadas","Ciência da Informação","Métodos Quantitativos. Bibliometria","63993023"
"Ciências Exatas e da Terra","Probabilidade e Estatística","Fundamentos da Estatística","63692194"
"Ciências Biológicas","Zoologia","Utilização dos Animais","63583925"
"Ciências Humanas","Ciência Política","Teoria Política Contemporânea","63572006"
"Engenharias","Engenharia Nuclear","Não informado","63481600"
"Ciências Sociais Aplicadas","Economia","Não informado","63467673"
"Ciências Sociais Aplicadas","Comunicação","Não informado","63372584"
"Ciências Exatas e da Terra","Astronomia","Aglomerados de Galáxias","62836207"
"Ciências Exatas e da Terra","Matemática","Álgebra Comutativa","62715642"
"Ciências Sociais Aplicadas","Direito","Direito Penal","62697870"
"Ciências da Saúde","Medicina","Cirurgia Toráxica","62129628"
"Engenharias","Engenharia Elétrica","Materiais Condutores","62116929"
"Ciências Sociais Aplicadas","Comunicação","Comunicação Visual e Cinema","61924900"
"Ciências Exatas e da Terra","Nanotecnologia e Novos Materiais","Não informado","61636000"
"Ciências Humanas","Psicologia","Fatores Humanos no Trabalho","61194147"
"Ciências Agrárias","Engenharia Agrícola","Armazenamento de Produtos Agrícolas","61135122"
"Ciências Agrárias","Tecnologia e Inovação para Agropecuária","Não informado","61026000"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Estudos da Habitação","60967453"
"Ciências Biológicas","Botânica","Paleobotânica","60918656"
"Ciências Sociais Aplicadas","Arquitetura e Urbanismo","Teoria do Urbanismo","60833096"
"Ciências Biológicas","Biotecnologia","Bioprocessos","60722852"
"Ciências Exatas e da Terra","Física","Propriedades Térmicas da Matéria Condensada","60559052"
"Tecnologias","Áreas Tecnológicas de Física e Matemática","Áreas Tecnológicas de Física e Matemática","60544516"
"Ciências Exatas e da Terra","Química","Não-Metais e Seus Compostos","60424278"
"Ciências Sociais Aplicadas","Economia Doméstica","Economia Doméstica","60319616"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","Técnicas de Análise e Avaliação Urbana e Regional","60179948"
"Ciências Exatas e da Terra","Matemática","Topologia Algébrica","59790038"
"Engenharias","Engenharia de Materiais e Metalúrgica","Usinagem","59706452"
"Outra","Segurança Contra Incêndio","Não informado","59650000"
"Engenharias","Engenharia Naval e Oceânica","Projetos de Sistemas Oceânicos Fixos e Semi-Fixos","59544196"
"Ciências Sociais Aplicadas","Demografia","Demografia Histórica","59503061"
"Engenharias","Engenharia Química","Carvão","59339752"
"Tecnologias","Tecnologias Digitais","Tecnologias Digitais","58800000"
"Ciências Agrárias","Engenharia Agrícola","Não informado","58780000"
"Ciências Exatas e da Terra","Física","Espectros Atômicos e Integração de Fótons","58607401"
"Tecnologias","Tecnologias Agrárias","Tecnologias Agrárias","58540000"
"Engenharias","Engenharia Aeroespacial","Manutenção de Sistemas Aeroespaciais","58321700"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Tecnologia de Chapas","58191548"
"Ciências Exatas e da Terra","Geociências","Propriedades Físicas das Rochas","58024639"
"Ciências Sociais Aplicadas","Arquitetura e Urbanismo","Planejamento e Projeto do Equipamento","57939059"
"Ciências Humanas","Psicologia","Desvios da Conduta","57929771"
"Ciências Biológicas","Biofísica","Não informado","57673920"
"Engenharias","Engenharia Química","Têxteis","57653483"
"Tecnologias","Tecnologias Sociais e Educacionais","Tecnologias Sociais e Educacionais","57067800"
"Ciências Exatas e da Terra","Astronomia","Quasares","57038068"
"Ciências Humanas","Geografia","Não informado","56962680"
"Ciências Agrárias","Ciência e Tecnologia de Alimentos","Armazenamento de Alimentos","56787364"
"Ciências Humanas","Psicologia","História, Teorias e Sistemas em Psicologia","56167797"
"Ciências Sociais Aplicadas","Direito","Direito Civil","55346900"
"Ciências Biológicas","Parasitologia","Helmintologia Animal","54742630"
"Ciências Sociais Aplicadas",NULL,"Ciências Sociais Aplicadas","54546186"
"Ciências Agrárias","Recursos Pesqueiros e Engenharia de Pesca","Explotação Pesqueira de Águas Interiores","54341340"
"Ciências Sociais Aplicadas","Demografia","Nupcialidade e Família","54287959"
"Engenharias","Engenharia Elétrica","Materiais Dielétricos, Piezoelétricos e Ferroelétricos","54186010"
"Engenharias","Engenharia Aeroespacial","Fadiga","52949427"
"Ciências Sociais Aplicadas","Economia","História do Pensamento Econômico","52939616"
"Ciências Humanas","Ciência Política","Integração Internacional, Conflito, Guerra e Paz","52448216"
"Ciências Humanas","Psicologia","Processos Cognitivos e Atencionais","52026943"
"Ciências Sociais Aplicadas","Economia","Capital Humano","51952435"
"Ciências Biológicas","Fisiologia","Fisiologia da Digestão","51686024"
"Ciências Sociais Aplicadas","Planejamento Urbano e Regional","História Urbana","51590613"
"Engenharias","Engenharia Civil","Estruturas de Madeiras","51550092"
"Ciências Humanas","Psicologia","Estudos Naturalísticos do Comportamento Animal","51501401"
"Engenharias","Engenharia de Materiais e Metalúrgica","Eletrometalurgia","51495241"
"Ciências Humanas","Educação","Avaliação da Aprendizagem","51064464"
"Engenharias","Engenharia de Materiais e Metalúrgica","Aglomeração","50704253"
"Ciências Humanas","Ciência Política","Atitude e Ideologias Políticas","50703082"
"Ciências Sociais Aplicadas","Demografia","Tendência Populacional","50350521"
"Ciências Exatas e da Terra","Geociências","Meteorologia Dinâmica","50318143"
"Ciências Sociais Aplicadas","Economia","Mercado de Trabalho; Política do Governo","50272092"
"Ciências da Saúde","Farmácia","Não informado","50203187"
"Ciências da Saúde","Odontologia","Não informado","50153834"
"Ciências Biológicas","Farmacologia","Não informado","49972520"
"Ciências Exatas e da Terra","Física","Dinâmica dos Fluídos","49602206"
"Engenharias","Engenharia Nuclear","Núcleo do Reator","49579088"
"Engenharias","Engenharia Química","Papel e Celulose","49236238"
"Engenharias","Engenharia Nuclear","Materiais Nucleares e Blindagem de Reatores","49008657"
"Ciências Exatas e da Terra","Física","Propriedades Mecânicas e Acústicas da Matéria Condensada","47630565"
"Engenharias","Engenharia de Transportes","Economia dos Transportes","47584567"
"Lingüística, Letras e Artes","Artes","Direção Teatral","47456667"
"Engenharias","Engenharia de Produção","Não informado","47118840"
"Ciências Sociais Aplicadas","Serviço Social","Não informado","47114077"
"Ciências Agrárias","Engenharia Agrícola","Transferência de Produtos Agrícolas","46250582"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Ordenamento Florestal","45552968"
"Engenharias","Engenharia de Minas","Equipamentos de Beneficiamento de Minérios","45388370"
"Ciências Biológicas","Biotecnologia","Bioprospecção","45324167"
"Ciências Humanas","Educação","Teorias da Instrução","45231928"
"Lingüística, Letras e Artes","Artes","Instrumentação Musical","45065370"
"Ciências Sociais Aplicadas","Demografia","Migração","45053966"
"Ciências Agrárias","Recursos Florestais e Engenharia Florestal","Tratamento da Madeira","44991660"
